Artist + song,Track ID,reducedGenre
Shaggy - Hope,5whIG7u2VjyILwGqm9dkDD,Pop
P.O.D. - Alive,1X4Ntw6Lbaa1ACgilCqMpr,Metal
Sita - Hello,6XzilHuI6VmXdA8trS7nUg,Pop
Def P & Beatbusters - Bubbelbad,6mUS3On09xBsWe6xQbuIgc,Hip Hop
Enrique - Escape,4anDsZBavxjw3Ktw6ICGYd,Pop
Svenson & Gielen - We Know What You Did...,1Y7GKIWqK7Q7dr93r8RpsZ,Electronic
Sunscreem v Push - Please Save Me,4bizIO0eSN2UwW1cDd85gu,Electronic
Sarah Connor - From Sarah With Love,2gPjBHVoxafp3H9bpNviOF,Pop
"Britney Spears - I'm Not A Girl, Not Yet A Woman",1xg1yGPy1Y3YUf44s6TB1o,Pop
Jewel - Standing Still,6a0e5Fb8cwz8pklTJOFGju,Folk/Acoustic
Ja Rule - Always On Time,2hNf1rawV2XAZ6Jld2Fxwf,Hip Hop
Sum 41 - In Too Deep,1HNE2PX70ztbEl6MLxrpNL,Rock
Mad'house - Like A Prayer,0PLGnOgmf8RPgZNkaaSYyM,Electronic
Aaliyah - Rock The Boat,7vVJ8Wom7dKf13dgNiBYtU,R&B
J.Lo featuring Ja Rule & Caddillac Tah - Ain't It Funny [Murder Remix],5ahFyKndeg1hqfmNumL3WF,Pop
Anastacia - One Day In Your Life,0pQkyXUYyR00e1c9JV2FnB,R&B
Five For Fighting - Superman (It's Not Easy),3TwtrR1yNLY1PMPsrGQpOp,Rock
Gigi D'Agostino - The Riddle,0ZqveF2rEFlz2oqF2xrriP,Pop
Celine Dion - A New Day Has Come,5fkDD7aQLUmMy1EwzNm0ZB,Pop
Busta Rhymes - Break Ya Neck,7gKgd0P3dAAePiSQQBqrlf,Hip Hop
Westlife - World Of Our Own,4SAHTVRe6EBhgAOWl49yPf,Pop
Minimalistix - Close Cover,1nDMCrqmlLOw50J7uHKNYo,Pop
George Michæl - Freeek!,6hoj2fpD27ELoVe2aK4fom,Pop
Destiny's Child - Nasty Girl,0QeUQ4roCy9mU4AyfK5fI7,Pop
DJ Tiësto - Lethal Industry,00Hlym039AB1cZPzgJVi5s,Electronic
4 Strings - Take Me Away (Into The Night),0EcH1iItB5rVIZaaiQMbsG,Electronic
Bløf - Blauwe Ruis,65hR9p90SF1JUv4VCRnatj,Pop
The Dandy Warhols - Bohemian Like You,3APHT3KjbHi9OllkVQsuXF,Rock
The Calling - Wherever You Will Go,5QpaGzWp0hwB5faV8dkbAz,Folk/Acoustic
*Nsync featuring Nelly - Girlfriend - The Neptunes Remix,79w0LgtORjHKr621y6dcPh,Pop
Rosemary's Sons featuring Ilse DeLange - Shine,2VslNM9hoGF520MhkQogCz,Rock
Billy Crawford - Trackin',4iVpylB55RQJYl6QxqdBbt,Pop
Marco V - Simulated,15vUqgWhQiOZN67QBP6Scj,Electronic
K3 - Toveren,7afjd8qb3y6ksAIkVw6OZq,Pop
DB Boulevard - Point Of View,1Jlt67b4oOhCoFW9GQwL9T,Electronic
Lenny Kravitz - Believe In Me,7aJjhQlplwtUS7emsLIEWC,Rock
Aquagen - Hard To Say I'm Sorry,66caHKA7luGtr2TutmWME1,Electronic
P.O.D. - Youth Of The Nation,0UrWr7Jnu1heq1o99ZwUd0,Metal
Janet - Someone To Call My Lover,43zr9kKkeiQrshvYuvNtfM,R&B
Gabrielle - Out Of Reach,0HKD13PLq2WicViBBhSrOl,R&B
Faith Hill - There You'll Be,5t2gSYVvBV9kH4t7Czertq,Country
Safri Duo - Samb-Adagio,1ybk5jnPbTYCNgYYNRIMVl,Pop
Stereophonics - Have A Nice Day,6JWddKPdqvDc2WkPEi9grC,Rock
D12 - Purple Hills // Purple Pills,5IweeQZdY5XEzStLzUJG5t,Hip Hop
SisQó - Dance For Me,17RPryxpjTbCbHSKkghYcT,R&B
Nelly Furtado - Turn Off The Light,4gM2BugovNf4bvXdjZODzG,Pop
Roger Sanchez - Another Chance,0EoGXXi91KSqAIY7SSgizW,Electronic
J.Lo - Ain't It Funny,6J8vBmsokURohC3UygqYOH,Pop
Robbie Williams - Eternity ; The Road To Mandalay,7zw9OxtVotLfxlfavSADXQ,Rock
Mariah - Loverboy,4igqjAFcH35y4XybHzJ3aD,Pop
Titiyo - Come Along,7GmHOAdriOnI9s5S79GAUr,R&B
Foxy Brown - Oh Yeah,2mSLhpYdxyeKUeiSwdtS6E,R&B
Gorillaz - 19/2000,71koAFCnGnugRdGIDfS7f4,Rock
K-Otic - I Really Don't Think So,12LHF9Kfjk0g5m1CeEAzGy,Pop
Dante Thomas featuring Pras - Miss California,22WlwTY6Y41bG3hIOMF4VO,R&B
Wyclef Jean - Perfect Gentleman,3kJrESsM3ISObFTfBQfJ8H,Hip Hop
Herman Brood - My Way,0BUM10ydAage2Zp0OS6cyR,Rock
The Supermen Lovers feat. Mani Hoffman - Starlight,5luWJxS799LLp2e88RffUx,Electronic
Westlife - When You're Looking Like That,5t3oszlshIPTzpAwcCMqgw,Pop
Manu Chao - Me Gustas Tu,6b37xrsNCWYIUphFBazqD6,Latin
Atomic Kitten - Eternal Flame,3qzcM6SmbzBnGXSJe6hYdy,Pop
Live featuring Tricky - Simple Creed,3shgIzjFOEcgnhj2hbuchC,Rock
System F - Dance Valley Theme 2001,7wgA0lLhSBjyzbGvGk9FY2,Electronic
DJ Tiësto - Flight 643,3XWIuDBYd0xzLqCsj5OLP7,Electronic
Raven Maize - The Real Life,5ZGjDiQryq9Mpeol4jUFkc,Electronic
Alicia Keys - Fallin',0KQx6HOpJueiSkztcS0r7D,Pop
Mary J Blige - Family Affair,3aw9iWUQ3VrPQltgwvN9Xu,R&B
Jamiroquai - Little L,7hhclvecTpNxNNRCk7NUoc,Pop
Blu Cantrell - Hit 'em Up Style (Oops!),4zYTZvtcww7OWKie7fxA9E,Pop
Ian Van Dahl - Castles In The Sky,3KhoIbIPMmoGthbBAPxgOK,Pop
Staind - It's Been Awhile,1BExV8JprNJLvLeDE9qdEW,Metal
P. Diddy & Black Rob & Mark Curry - Bad Boy For Life,2eOuL8KesslTLQERQPu11D,Hip Hop
Kurupt - It's Over,4NmNlkn02t6pjGswDBFw1F,Hip Hop
Kylie - Can't Get You Out Of My Head,3E7ZwUMJFqpsDOJzEkBrQ7,Pop
Lasgo - Something,4xYQVaR2wQoS6xz0SSa5Ys,Pop
Frans Bauer - 'n Beetje Liefde,0cyDBqqECI1ym7oIn26qMp,Rock
Afroman - Because I Got High,0rRboI6IRuGx56Dq3UdYY4,Hip Hop
Dance Nation - Sunshine,6gQRjIYhAbq1sjyCAU7Y2w,Electronic
DJ Monty - Saturday Night Fever - Discomix,0oNwIWGkPR3hKjOU8nO3im,Rock
Kane - So Glad You Made It,1B8dcAjT6hJYrRYxOZMgeH,Pop
K-Otic - No Perfect World,0WsykLhEY40heugEkJKXEF,Pop
Klubbheads - Here We Go,4TznuNdrXwNKLYRwuYPfWb,Electronic
Jagged Edge - Where The Party At,5mNV8Mz59bzyuQ53gTw0c0,R&B
Macy Gray (featuring Erykah Badu) - Sweet Baby,7HqBz3194xd4nJOs2vDhDE,R&B
Rastafaraman feat. Eric Dikeb - High,0xznUbvnvKRwPnqZddKYB2,Pop
Alien Ant Farm - Smooth Criminal,5z6xHjCZr7a7AIcy8sPBKy,Metal
Solid Sessions - Janeiro (The Pronti & Kalmani Mixes),7yB8IbSA8vZNIdoxzJMcRc,Electronic
Michael Jackson - You Rock My World,4oY2T9ur7Ll5b2kpBlcWcb,R&B
Twarres - Children,6TJLCDRhF82jcuA98KQfES,Pop
"Lisa ""Left Eye"" Lopes - The Block Party",71ST4HSthmwcChMotFUVBD,R&B
Destiny's Child - Emotion,01Aj44KIjCrPmZeXq4UOky,Pop
"Shaggy - Luv Me, Luv Me",7hV4x7PMKGC4qD3NWLt2UJ,Pop
De Poema's - Zij Maakt Het Verschil,4ptF2Hvq7PdsDKXV0o7x2M,Pop
Live - Overcome,1789Nv2WZXHDuhwdZ0jqHZ,Rock
City High - What Would You Do?,1tJkic0TURTCXw3rBhYgWu,R&B
The Corrs - Would You Be Happier?,2dLRGtEGOuQICZor9qEsXL,Rock
Britney Spears - I'm A Slave 4 U,6ldwfK0yWgTAlmIfuQkTYN,Pop
Muse - Bliss,0j3obufLXq5toSs592dX9U,Rock
Backstreet Boys - Drowning,0AiTIiCQ15NW8QHQwSxKuR,Pop
Barthezz - Infected,63FrARwuNiqIiuh4bKfZfW,Electronic
Nickelback - How You Remind Me,0gmbgwZ8iqyMPmXefof8Yf,Metal
Jody Bernal - Dreams,6PYGHPmcD8oa7JNTI5WqBl,Pop
Sum 41 - Fat Lip,4KacUpvbA3Mfo05gttTjhN,Rock
Enrique - Hero,1PAgmT6YqGhd6zT9kN9gIo,Pop
Usher - U Got It Bad,7J41dYQolQJEtj3UmKLu5r,Pop
Uncle Kracker - Follow Me,4KoecuyOpZaNFZ0UqVsllc,Country
Svenson & Gielen - Twisted,2VPctE4wLyCxfWUa67ZnJO,Electronic
IIO - Rapture,0OSAJEA0ekX6pr2nuiPzX7,Electronic
Noir Désir - Le Vent Nous Portera,2ZQVJD9I6GCqXmkmMuEoLa,Rock
Lenny - Dig In,0mBmE1IzBpbhfwEU4nd4ew,Rock
Bløf - Dichterbij Dan Ooit,1FjeCYFor4B5O3LHaR8eW3,Pop
Grad Damen - Heb Ik Jou Niet Eens Gekust?,6gFL1wMJ71NVvnIAqUltjn,Rock
Quincy - Morgen Weer Een Dag,3ojZIGXjGsPlNO6qRS6lj7,Pop
Sita - Happy,2G8czBYoqbDYj9C9bks1P8,Pop
Anastacia - Paid My Dues,37B4dZDMdzh1D7isPVF2df,R&B
Westlife - Queen Of My Heart,3LaOU1rxGZFPRC4I602Z3O,Pop
Christina Milian - AM To PM,1PUNthIXityeZlnRLcP7JI,R&B
DJ Tiësto - Suburban Train,3v4GH9avrzYDpMKOAHkStw,Electronic
Sylver - Forgiven,1OwStBU1hjXPPyL2XBQewF,Pop
Gigi D'Agostino - L'amour Toujours,52LJ3hyknOijCrE5gCD0rE,Pop
U2 - Walk On,3pUWV5hvXsI9diJ9TeNeCh,Rock
Trijntje Oosterhuis ft. Candy Dulfer - Merry Christmas Baby,1jBJLXad9QdLEAh95COyP2,Pop
Do - Everyday Is Christmas,7d8QLPRntvLJAykHGyBjza,Pop
Lenny Kravitz - Calling All Angels,2nxzEMUmIhSJeGBaXgh30x,Rock
Alicia Keys - Karma,588RGyR1f4Plc8nm7SrdCa,Pop
Uniting Nations - Out Of Touch,37a8EdVw7VpAlRG4oASxIm,Electronic
K-Liber ft Michael Bryan - Loungen,2FPGh0GbjC3zV9PZDMIw4Y,Hip Hop
Artiesten Voor Azië - Als Je Iets Kan Doen,0vCYVti6bnSVbkMry56gnV,Pop
Natasha Bedingfield - Unwritten,3U5JVgI2x4rDyHGObzJfNf,Pop
JoJo feat. Bow Wow - Baby It's You,3g2xjY4jimlWwDRJ9jrvJT,Pop
Narcotic Thrust - When The Dawn Breaks,175QrXA7Cu3QLv5uXZBCe1,Pop
Ashanti - Only U,3sckKKIx96cjPXtiqPHCTB,R&B
Nâdiya feat Smartzee - Et C'est Parti...,1zwJikF2MYUwqcVnqtGxVj,Pop
Scooter - One (Always Hardcore),04frI4TPBnmvaYXHeqELQL,Pop
Elvis Presley - One Night,1W5Vp1lP4uhlxyUwgxQq4f,Rock
Di-Rect - Hungry For Love,6AQppYbCyG7Ky9lqL19XtM,Pop
Elvis Presley - All Shook Up,6A28sLdLOf9vohN5LVl5KR,Rock
Mocky featuring Taylor Savvy - Catch A Moment In Time,5zhMoDrnVa0b1F7JrfpM4u,Jazz
Eminem - Like Toy Soldiers,6CN3e26iQSj1N5lomh0mfO,Hip Hop
The Chemical Brothers - Galvanize,4bz7uB4edifWKJXSDxwHcs,Electronic
Elvis Presley - A Fool Such As I,2TGiDvXSDPCcBTfaMtmsRc,Rock
Dave McCullen - B*tch,6mYzIQDdsIQPLhGa3cZYC6,Pop
Iris Gruttmann presents Schnappi - Das Kleine Krokodil,2QnAg9u1MmoNpm4O7zrYA4,Pop
Snappie - De Kleine Krokodil,6m3bymfrdwsYSiWiH623fu,Pop
Joss Stone - Right To Be Wrong,1atxtvAHagXDZYTuUWAoEC,R&B
Destiny's Child featuring T.I. and Lil Wayne - Soldier,4FTOpNYcGxnQdGNWSxIcio,Pop
Lasgo - All Night Long,3XESbgrL377lzzwbcVCnMq,Pop
Jennifer Lopez - Get Right,3jVSV60WZE5jPE2a6KGNFy,Pop
Within Temptation - Memories,5qOA9jbfWAtxOJ8zY1ReYf,Metal
Britney Spears - Do Somethin',77rzoJ5VaC2BLB1IkjGnoi,Pop
Good Charlotte - I Just Wanna Live,5TjwiYZVMHVrGvRzbeCaV7,Rock
U2 - Sometimes You Can't Make It On Your Own,6fzcnVO0X2cpYjsHk19GJo,Rock
Gebroeders Ko - Vraag Uw Eekhoorn Waarom,5HmIRWh2BdVvVy37bg9GEk,Pop
Golden Earring - I've Just Lost Somebody [Live],5qKVFtm2U593DDsMNGHVvz,Rock
Usher - Caught Up,5hv7jxpt1gH53J4PT5qQQC,Pop
Djumbo - Eyahe,1wOixbPvsvScvv4A0FLfHL,Pop
3 Doors Down - Let Me Go,6A1yZW5SLd9hpLZsG29hCQ,Rock
Jay Sean featuring The Rishi Rich Project - Eyes On You,3iDGjoK2Qhj7hSzLDLEosc,Pop
Kasabian - Processed Beats,1mELhA2LJi8xSUhwYfsFcF,Rock
"Ch!pz - One, Two, Three!",2AOsfYqKnhaoW0T1IDqGIk,Pop
Zucchero & Ilse De Lange - Blue,583qzYY2ARvSDchyq8PkTF,Pop
Anastacia - Heavy On My Heart,6jH4bmYIRZpur97sZZAV4m,R&B
Anouk - Lost,3DDeQ8TedL00TiIV5NmFrn,Pop
EliZe - Automatic,3g02T3Jjof8ozyb99lq1Jc,Pop
Moby - Lift Me Up,64hZX40A8Z14efLfF0JjwT,Electronic
Bløf - Dat Wij Dat Zijn,5UJNudewy06IWdBJl6hx5I,Pop
Mario - Let Me Love You,7GaFYUqP2WdR4KTPk7cXoP,R&B
Snoop Dogg featuring Pharrell - Let's Get Blown,0NdxbFFknA7kQ4E2zvJfey,Hip Hop
Maud - Omdat Je Bij Mij Blijft,0K5rRF75vNXNql3DaOAOO8,Pop
Soul Central feat. Kathy Brown - Strings Of Life (Stronger On My Own),51ErounN5U3LhQhQXZfpWp,Electronic
50 Cent - Candy Shop,5D2mYZuzcgjpchVY1pmTPh,Hip Hop
Guus Meeuwis - Geef Mij Je Angst,1dHkLKpYhYiJ7tPThULrbK,Pop
Keane - This Is The Last Time,6IVlHRrjTKep5SS9kbcpTa,Rock
Will Smith - Switch,2bmxx16hNi3W5FGzfFO9xX,Hip Hop
Shapeshifters - Back To Basics,2TWjqem2x7nVM20qYSy06l,Electronic
Glennis Grace - My Impossible Dream,4qgQILXcfXKqGCjNXNTYcH,Pop
Ali B - Leipe Mocro Flavour - Remix,3gH765afqm1MK3jnJ88Wf0,Hip Hop
Rammstein - Keine Lust,7eeDeUM9E7b0vkDfRz20Zt,Metal
Raffish - Thursday's Child,0OQosmsKkKQUHpBCMviofG,Rock
Maroon 5 - Must Get Out,7BMFfYoeXMXMX2mVCy2NVz,Pop
Goedemorgen Gordon - Chagrijn,6kIl5WZtEdImIcEarhs9iZ,Pop
Mariah Carey - It's Like That,6qFEkCFsHB8rNerOBfY5Su,Pop
Dr. Kucho! & Gregor Salto - Can't Stop Playing,1MOGJQsVeaRcXY6heJz5UZ,Electronic
Kane - Something To Say,0DpfD6mlzKKPjDG1sYwqaQ,Pop
John Mayer - Daughters,5FPnjikbwlDMULCCCa6ZCJ,Folk/Acoustic
Kylie - Giving You Up,7e6IDVvwLQBPOBAdx1qezb,Pop
Tears For Fears - Closest Thing To Heaven,2YbgD9cOebBiuZN4It5x0B,Rock
Di-Rect - Cool Without You,6YEurjJWi93izh7QZ8NXtN,Pop
Natasha Bedingfield - I Bruise Easily,7AYZesFgO8XEXRVUhWo7zu,Pop
Southside Spinners - Luvstruck Klubbheads 2005 Remix,4hcJDowc4Uf08X9HCF1TTy,Electronic
Krezip - Out Of My Bed,0uTXaoMwkNYgVRoOX9Q1XB,Pop
"Ciara featuring Missy Elliott - 1, 2 Step",7uKcScNXuO3MWw6LowBjW1,Pop
Snoop Dogg feat Charlie Wilson and Justin Timberlake - Signs,1qEa4lfsQQvRkKyEnu7TAf,Hip Hop
Joss Stone - Spoiled,08ydcS9NTm1a2csSppGsJT,R&B
Studio B - I See Girls,2lKNRgB2pDAnmGvi0myoLb,Electronic
Alicia Keys feat. Tony! Toni! Toné! - Diary,5dxHF4lrDimKqnI3GaZUmC,Pop
Lucie Silvas - What You're Made Of...,1OXMsebC413ZlQrlrOVk3F,Country
Coldplay - Speed Of Sound,7clUVcSOtkNWa58Gw5RfD4,Pop
Rob Thomas - Lonely No More,4faFAhOflLzhfJECveRwva,Folk/Acoustic
Hepie en Hepie - Ik Heb Alleen Nog Maar Die Foto,5QVT73CACbuYzJZJ5vbgRS,Pop
Drukwerk - Je Loog Tegen Mij,53348QPO1Bhkd8oFABaGYK,Rock
Ph.D. - I Won't Let You Down,1NXHwS75sCmkMZAE0zvwl0,Rock
Oscar Benton - Bensonhurst Blues,46GcVsCC866RHTxhcbvrG6,Blues
Kinderen Voor Kinderen - Op Een Onbewoond Eiland,2TWLN4BJqA7jmWvIfrsIM1,Easy listening
Placido Domingo & John Denver - Perhaps Love,1XeCCcv0C9vD6Z8P9E8uhG,Rock
Kim Wilde - Cambodia,5WX2GjVPnq8pk37JptOUeg,Rock
Joep Meloen - Ik Ben Joep Meloen ; Ik Wil Met Jou Wel Zeven Weken...,4dELC8RMSWsg2o0AToUw6M,Pop
Dance Reaction - Disco Train,0qcQ5OOyDzxLF8s2kXIFzJ,R&B
"Weeks & Company - Rock Your World (Joho, Joho)",6OaO3qEwCcLiUgIeg1cCyQ,R&B
Jon and Vangelis - I'll Find My Way Home,60DfEWHjRDUcjp4LZOrrC7,Metal
Fay Lovsky - Christmas Was A Friend Of Mine,2S4FEuDvgOn1f3j6r6YS9A,Folk/Acoustic
Level 42 - Starchild,0oKsIEkv7fTC40COSXrHm2,Pop
George Baker - Love Is The Sweetest Rose,7rUd00G1sdk7oh3kxLSili,Pop
The Human League - Don't You Want Me,3L7RtEcu1Hw3OXrpnthngx,Rock
Rod Stewart - Young Turks,28OaEH5Baa8RRloKvFGBWu,Rock
Alvin Stardust - A Wonderful Time Up There,6jjJ6r1b8RbtyIl4sXaKj0,Rock
Shakin' Stevens - Oh Julie,2cO0A5kJ5l7y5XIpfopHEz,Pop
André Hazes - Zeg Maar Niets Meer,2x7VFpoHN8eutpliLKFfuh,Rock
Normaal - Mamma Woar Is Mien Pils,3LSXZhstWrAdQZC8C8moU0,Rock
Rubberen Robbie - De Nederlandse Sterre Die Viere Carnaval,7mhtI0cXNVxCkG4YGmjpy3,Pop
Foreigner - Waiting For A Girl Like You,2OgVsp77En2nju8pnCieVU,Rock
The Night People - Again,2R0bICYniT0hFG7URYvCTX,R&B
Linda De Suza - Une Fille De Tous Les Pays,4n2IAOCNi0okSKNQ8KcY4Y,Pop
Daniel Sahuleka - Ev'rybody Feel The Groove,0JMAyiTH4OfLKo9mtEoYNM,R&B
Henk Wijngaard - Als Chauffeur Ben Ik Geboren,6RmCQw4UAJofuK5kbzgLrW,Rock
Bucks Fizz - The Land Of Make Believe,6qyiEronCcndBsvCQbWAEX,Pop
Tower - See You Tonight,3gYpiaqrTepVwBjQufyq02,Latin
Stars On 45 - Stars On Stevie,7EJcVB3ifS0qFcFGOpdLCu,Pop
Arie Ribbens - Polonaise Hollandaise,4qezJHODICtYEcAJ1FGQ55,Pop
Vader Abraham - In Het Zuiden,0Tmvlsg0e4bxdj4HYSzVKk,Pop
De Aal - Sjanson de Confiture,7zYQatD77cBXVVWPeVPj5w,Pop
Vanessa - Upside Down (Dizzy Does It Make Me),7gFwT4jp7fP2pUqy5pgHIX,Pop
Shakatak - Easier Said Than Done,5OU0eEBGeAvBhyn29EOq3P,R&B
Marcia Hines - Many Rivers To Cross,0IOKXR3LICwAYlEVs3Q2HL,Electronic
The Steve Miller Band - Macho City,1G23Ex9Nw0Kfocsp5GyjhC,Rock
Central Line - Walking Into Sunshine,0lPqlYOhIwbQS0W1mllUlN,R&B
Daryl Hall & John Oates - I Can't Go For That (No Can Do),41dDygR3r7e926oGUXfrLt,Rock
The Four Tops - Don't Walk Away,7HmdGKxFh5cMAdpiYfd95g,R&B
Margriet Eshuijs Band - Black Pearl,4iAoO5PtSJKYQPVNvSqYE1,Rock
The Stranglers - Golden Brown,2AX5E86cn9n2dgioZEjirI,Rock
ABBA - Head Over Heels,5boJKR3VLBW0dc5167wKDE,Pop
Orchestral Manoeuvres In The Dark - Maid Of Orleans (The Waltz Joan Of Arc),4PRMoiMtGe9uutOcWzaoFx,Rock
"Riny v.d. Lee - Varkens, Geiten, Boerenkool",6qf5nUpVKDSJoAvp2Yhbiw,Country
The Nits - Red Tape,4wW6cuH688Nxg9YLChn9Xy,Rock
"Diana Ross - Mirror, Mirror",35CJV7apnwTi0gCM9WCCpz,R&B
Elaine Paige - If You Don't Want My Love,45ruo6PQfDJLRogIOk7ms4,Pop
The J. Geils Band - Centerfold,1ynmMEK1fkyiZ6Z6F3ThEt,Rock
Al Jarreau - Roof Garden,1CpDrx0Q7f2Wv3tBXDMt6z,Jazz
Lori Spee - How Many Times,5VkAKKliyRHqeEL3N2vlJq,Pop
Sardou - Les Lacs Du Connemara,3vHswuqTNO0hIiW6am0tKB,Easy listening
The Jam - A Town Called Malice,0gdmDP6xy3ZV7JNoHWAN9k,Rock
Van Halen - Pretty Woman,7ptv3yXdBWwzO7rVA62rwy,Rock
Falco - Der Kommissar,3TBRJsLCcwroEkA3tD4u2N,Pop
Timi Yuro - You Are My Special Angel,4yH8HIgHqtu0yr3ebco8mI,R&B
XTC - Senses Working Overtime,0XDv7SLyMkGcAnb12fMHa1,Rock
John Miles - Music,5Q2VbOrB93TGahnjBQGoOR,Pop
Madness - Cardiac Arrest ; In The City,0sjYVTBSfNlaIw9vtZxuLq,Rock
Renée - High Time He Went,43ZhFn0GsNWpfAKfk0Ft3E,R&B
Willem Duyn - Wat 'n Rare Man...,7riAeQeiD8Qumfdz35wkiO,Pop
Nova - Aurora,70UTRjKoWkBZLPmZdCYZ5P,Electronic
Drukwerk - Wat Dom,5SEdL4N7x25Vzti3Qcz3aO,Rock
Tight Fit - The Lion Sleeps Tonight,1so85Or3C7J0sBnBOucVBA,Pop
ABC - Poison Arrow,7abGerACQx9G1OBqHYFKAb,Rock
Skyy - Call Me,68M9HBtwqarUhBrQ6zn3zy,R&B
Ricchi & Poveri - M'innamoro Di Te,0JkIYMV0EByfeTYTr6dlLj,Pop
Modern Romance - Queen Of The Rapping Scene (Nothing Ever Goes The Way You Plan),5pvytp3sX6CwA4Nh9EqHKD,Pop
Spargo - Hip Hap Hop,34qNArXE8xPLho8jloqRfD,Pop
The Fun Boy Three with Bananarama - It Aint What You Do ....,4Mqsas6EPGVJ4AjSGIqSLn,Rock
Kool & The Gang - Get Down On It,2je56j0xuoTi1gYkLLMlJU,R&B
Men At Work - Down Under,3ZZq9396zv8pcn5GYVhxUi,Rock
Doe Maar - Doris Day,2ePX2r2elB35PhEE0jCQUb,Pop
Al Bano e Romina Power - Felicita,7sXTcibuNYugjjYNfgf2kY,Pop
Elton John - Blue Eyes,4PFhHd7DsNg0ke9Nmlxms5,Rock
Willeke Alberti - Het Is Nog Niet Voorbij,1EQPqgLsTLBYcyGSVHeAJx,Pop
Joan Jett & The Blackhearts - I Love Rock 'n Roll,2Cdvbe2G4hZsnhNMKyGrie,Rock
George Benson - On Broadway,2oFxITGDiTZ1JRwP8yinRt,Jazz
Future World Orchestra - I'm Not Afraid Of The Future,5N5ehcOTHwvaDguIa4WoTJ,New age
Stars On 45 - The Greatest Rock'n Roll Band In The World,4IUl6nuxnlk6Eu31Vr8Zyh,Pop
"Bloem - Omdat (Parce Que, Because)",29Opotq77SNx4ZxIdiD3fC,Pop
Kim Wilde - View From A Bridge,0B8AHWpDnNergj7Dbv5pPG,Rock
Mike Anthony - Why Can't We Live Together... - New Version,5mBHcJ6yNXyYGLosWkuGqv,R&B
The Quick - The Rhythm Of The Jungle,13i1EEuNlvbJZNtdu6GYzG,R&B
Roxy Music - More Than This,6N7gPTru90HYLRUIVDQ185,Rock
Bloodhound Gang - Uhn Tiss Uhn Tiss Uhn Tiss,21Vr3DuKIaMjgEaiqdJgpT,Metal
Mariah Carey - Don't Forget About Us,1HkVSmzBbdZ5Bzdd00IZgh,Pop
U2 - Original Of The Species,6ml01NkC9AfM4OICOtRxEY,Rock
The Opposites - Slaap,4pdhkd4q0efLlNXGFWHR99,Hip Hop
I.O.S [Is Ook Schitterend] - Uit De Schaduw,2bjdfS6XmcUueoinhgQvDp,Pop
Ninthe - Thank You,6llvOaUqiH45sZrhI7BqIc,R&B
Ian Van Dahl - Movin' On,1Zpu3SpzL7dQvb8PeTUL1W,Pop
Kane - Believe It,1Akj3pnttEogEN16aRg2Xa,Pop
The Source featuring Candi Staton - You Got The Love [New Voyager Radio Edit],1otmOO4ilwTSIUDBnR6wCF,Electronic
Juanes - La Camisa Negra,2EM9zpAc7PVeoAydmbfVIL,Pop
Meck feat. Leo Sayer - Thunder In My Heart Again,2MAUMY5bt2ubnEpBqAXmYe,Electronic
KT Tunstall - Suddenly I See,5p9XWUdvbUzmPCukOmwoU3,Folk/Acoustic
Jan Smit - Hoe Kan Ik Van Je Dromen,7buEgVTpou4zoHmJrJ7DAW,Pop
P!nk - Stupid Girls,1Ab6RxeKl3e07zP7Get7CX,Pop
The Black Eyed Peas - Pump It,2ygMBIctKIAfbEBcT9065L,Pop
Sugababes - Red Dress,19JM6du1IslgPlr5Er2ERJ,Pop
Kus - Ik Heb Je Gewist,4WdqRj2uBhu3QMqPjidgxn,Pop
Freemasons feat. Amanda Wilson - Watchin',6g61SBYVSs5kM3okvZnDm8,Electronic
The Shapeshifters - Incredible,6MUbwBZkgcgSYMnblPLX3p,Electronic
The Pussycat Dolls featuring Will.I.Am - Beep,4o8EPKaCQ9BvdoEGyQ0lsF,Pop
Belle Perez - El Mundo Bailando,2ZeMMu0zwUoNOuc0SxWaer,Pop
Raffaëla - Right Here Right Now,6pAeU4ONEKj5JTERjHofRs,Pop
Ne*Yo - So Sick,6brl7bwOHmGFkNw3MBqssT,Pop
Corinne Bailey Rae - Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,R&B
Jenn Cuneta - Come Rain Come Shine,6ORIKX6lek5UQXV9lZoBT0,Electronic
Jack Johnson - Upside Down,0aJrYfARfCKzv6gXjhs4SZ,Folk/Acoustic
Gavin DeGraw - Just Friends,1SrcWe7lwmhs8X8zvGNo4z,Folk/Acoustic
Sean Paul - Temperature,0k2GOhqsrxDTAbFFSdNJjT,Pop
James Blunt - Wisemen,3fl78noR9kt12JYKuTAP4a,Folk/Acoustic
Treble - Amambanda,7nyjchQsavtzV8U4AVmfxj,Rock
Armin Van Buuren - Sail,1O3lfI2E0L8SFF9n78a9qU,Electronic
Red Hot Chili Peppers - Dani California,10Nmj3JCNoMeBQ87uw5j8k,Rock
Filterfunk - S.O.S. (Message In A Bottle),1VDqIJScCnb2yrQnoTm2zI,Electronic
"Bob Sinclar feat. Steve Edwards - World, Hold On (Children Of The Sky)",3HGwI9qwq5XqBDeZBV3zti,Electronic
Lange Frans & Baas B feat. Brutus & Tim (Di-Rect) - Ik Wacht Al Zo Lang,5f3cSaBh43dCV86xV8lf61,Hip Hop
Rihanna - SOS,30cSNer6TV8x2utjULVeQ5,Pop
