Playlist,Track ID,Artist,Track name,reducedGenre
MOSART-04,2xxwbRnR2M3t3CmVIfgJxG,André Rieu,Ballade pour Adeline,Easy listening
MOSART-04,2MfWOt4mEz8cv8pllyuXB6,Steven Mudd,Childhood,New age
MOSART-05,1i6N76fftMZhijOzFQ5ZtL,Talking Heads,Psycho Killer - 2005 Remaster,Rock
MOSART-05,2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Natural,Pop
MOSART-05,2g7gviEeJr6pyxO7G35EWQ,Meat Loaf,Paradise By the Dashboard Light,Rock
MOSART-05,6Wi8Byfq6xH0lEkqZbOZg9,Muse,Won’t Stand Down,Rock
MOSART-05,7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Pumped Up Kicks,Rock
MOSART-05,776AftMmFFAWUIEAb3lHhw,Måneskin,ZITTI E BUONI,Rock
MOSART-05,6KI1ZpZWYAJLvmVhCJz65G,SAYGRACE,You Don't Own Me (feat. G-Eazy),R&B
MOSART-05,14LdhxElpZS0rKVV4nxtdA,Alessandra,Queen of Kings,Pop
MOSART-05,3gUC7tGDPVLOq42vvTUVdI,TEYA,Who the Hell Is Edgar?,Pop
MOSART-05,2USlegnFJLrVLpoVfPimKB,Gabry Ponte,Thunder,Pop
MOSART-05,19UGEZoMAqqaTEcEYNvsox,Da Tweekaz,Jägermeister,Electronic
MOSART-05,3EVKUAT7IY1SZRIiCJmhSu,Da Tweekaz,Circle Of Life,Electronic
MOSART-05,3mCeeoBvTTpg8Xy2Wuvirw,Meat Loaf,Bat Out of Hell,Rock
MOSART-05,4VqPOruhp5EdPBeR92t6lQ,Muse,Uprising,Rock
MOSART-05,383QXk8nb2YrARMUwDdjQS,Muse,Psycho,Rock
MOSART-06,7iOSeHfKU2EhSKcX7TbjKG,Beast In Black,Blind And Frozen,Metal
MOSART-06,6MD6xpFK4cfquxRqXxqwjq,Bring Me The Horizon,Obey (with YUNGBLUD),Rock
MOSART-06,1iQDltZqI7BXnHrFy4Qo1k,SHAED,Trampoline (with ZAYN),Pop
MOSART-06,1nU2ooQKyk4CsYJMBdIK4J,YUNGBLUD,The Funeral,Rock
MOSART-06,1PeEX6aNDxmpOjXx6oKEvX,Amaranthe,Countdown,Metal
MOSART-06,7Mft5wZsFV4LrxLhlKzaJ7,Joe Bonamassa,Time Clocks,Blues
MOSART-06,4Y33fbX6KcOfP0xZhYMwO5,Lansdowne,Watch Me Burn,Rock
MOSART-06,2UKARCqDrhkYDoVR4FN5Wi,Muse,Plug in Baby,Rock
MOSART-06,2cyJkqB2OYHwWWvKGtrJ0r,Beast In Black,Sweet True Lies,Metal
MOSART-06,6XnPopwCZ6odHVVqMsllL5,Within Temptation,The Reckoning,Metal
MOSART-06,0GMymbP7AQkxEt5nq20BfZ,Doom Unit,Killing Time,Metal
MOSART-06,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,I WANNA BE YOUR SLAVE,Rock
MOSART-06,50XuBmcV8THyLBczxD0c2k,Slash,World on Fire,Rock
MOSART-07,2ZQVJD9I6GCqXmkmMuEoLa,Noir Désir,Le vent nous portera,Rock
MOSART-07,129lYDVKnWtlJc2PZJviuA,Juanes,A Dios Le Pido,Pop
MOSART-07,734dz1YaFITwawPpM25fSt,Zaz,Je veux,Easy listening
MOSART-07,46E2xeKBLrxS8hJ37Gq35G,Fred again..,Billie (loving arms),Electronic
MOSART-07,0GjEhVFGZW8afUYGChu3Rr,ABBA,Dancing Queen,Pop
MOSART-07,6WLZljpPR8EiUT2LDubJ6T,HUGEL,Aguila ft. Cumbiafrica,Electronic
MOSART-07,2WFMNNOtg08MIhNiGf09d8,HOFFMAESTRO,Highway Man,Hip Hop
MOSART-07,1xnbXJyeHLYvpn5UVJ6h9T,Jurk!,Zou Zo Graag,Pop
MOSART-07,1UdFk44L9OV65oUM7YMXmp,Karsu,Hollywood Seven,Pop
MOSART-07,6G7MHIvSDR3ehXPkuDFAlM,Bobby Womack,California Dreamin',R&B
MOSART-08,6vZZtivPrtpggT5SSXsYTy,Peter Gabriel,Solsbury Hill,Rock
MOSART-08,2R3wzFFjNYc1z3PSoO8FNV,U2,City Of Blinding Lights,Rock
MOSART-08,0HdcunWW5FsRqKr3lwJOIo,Genesis,Follow You Follow Me - Remastered 2007,Rock
MOSART-08,2Ms33RTRCT6gArrpcrPxmo,Robbie Williams,Feel,Rock
MOSART-08,7jEQ43V8AA7UQ6NcG4x1ki,Marc Almond,Tears Run Rings,Pop
MOSART-08,12iqNXz9u2Tex5Hnfyl1Gv,Runrig,Hearts of Olden Glory,Rock
MOSART-08,32Ax02s5X3L4oSpUna0hRi,Kensington,What Lies Ahead,Rock
MOSART-08,2OqCyO684ShnEOqFQieN3Z,U2,The Saints Are Coming,Rock
MOSART-08,45aBsnKRWUzhwbcqOJLwfe,Keala Settle,This Is Me,Easy listening
MOSART-08,38LyqFA1YeVuWGqI5dfUu8,Conchita Wurst,Get Here,Pop
MOSART-08,0zY6m3cKFOSTkr0low5pn3,Depeche Mode,Somebody,Rock
MOSART-08,0ZFeVCKCMCXUQ1TKVd2azW,Pentatonix,The Sound of Silence,Jazz
MOSART-08,1ZkmPku85veww4fF66aUFF,Harold Faltermeyer,Top Gun Anthem,Easy listening
MOSART-09,7gZzWI6yC0Wb8xLcNYoYIg,Anderson .Paak,Am I Wrong,Hip Hop
MOSART-09,3zYpRGnnoegSpt3SguSo3W,Michael Jackson,Off the Wall,R&B
MOSART-09,1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,Pop
MOSART-09,6HMtHNpW6YPi1hrw9tgF8P,Lizzo,About Damn Time,Pop
MOSART-09,3IDc87lrpEHWFBASmgTgFV,Marvin Gaye,Mercy Mercy Me (The Ecology),R&B
MOSART-09,1oERlssLrpssCAY6Yqqs6c,Bruno Mars,Smokin Out The Window,Pop
MOSART-09,23RoR84KodL5HWvUTneQ1w,Peggy Gou,(It Goes Like) Nanana - Edit,Pop
MOSART-09,7H7SHw3YWXhb4zYqyoPNa1,Florence + The Machine,Free,Pop
MOSART-09,1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Pop
MOSART-09,7MIhUdNJtaOnDmC5nBC1fb,Alok,Deep Down (feat. Never Dull),Electronic
MOSART-09,1Hv1VTm8zeOeybub15mA2R,Sade,Smooth Operator - Single Version,R&B
MOSART-09,5pyoxDZ1PX0KxBxiRVxA4U,Beyoncé,BREAK MY SOUL,Pop
MOSART-09,13BHxtf5YIEODKlf8wRyXp,Alicia Keys,Authors Of Forever,Pop
MOSART-09,3Kkjo3cT83cw09VJyrLNwX,Adele,Oh My God,Pop
MOSART-09,3tZm76otWH20xzJC7icHCk,Angie Stone,Wish I Didn't Miss You,R&B
MOSART-10,5B5YKjgne3TZzNpMsN9aj1,Danny Vera,Roller Coaster,Folk/Acoustic
MOSART-10,4TOMI010Sd4ZAX4aZ5TS85,Lou Reed,Perfect Day,Rock
MOSART-10,3n3F07lHLyRKwqg4q64eYA,Boudewijn de Groot,Avond,Rock
MOSART-10,1eN42Q7IWRzRBq8eW2Y2TE,Simon & Garfunkel,El Condor Pasa (If I Could),Rock
MOSART-10,5bMss5cMZi9Afhq2AqUwS4,Thomas Azier,Babylon,Folk/Acoustic
MOSART-10,2o0hVSbnkdvDDKKVNaUxnB,Charles Aznavour,La bohème,Easy listening
MOSART-10,10VT0U1MN9F8xWPX1Mtlh7,Johann Sebastian Bach,Air,Classical
MOSART-10,0Dkibk70FDp6t7eOZNemNQ,Ludovico Einaudi,Una Mattina,Classical
MOSART-10,3weNRklVDqb4Rr5MhKBR3D,Ludovico Einaudi,Nuvole Bianche,Classical
MOSART-10,4OkZCr4yjDxr0ooim0Atb6,Charles Aznavour,She,Easy listening
MOSART-11,6mHOcVtsHLMuesJkswc0GZ,Supertramp,The Logical Song - Remastered 2010,Rock
MOSART-11,1LOZMYF5s8qhW7Rv4w2gun,10cc,Dreadlock Holiday,Rock
MOSART-11,4UDmDIqJIbrW0hMBQMFOsM,Bee Gees,Stayin' Alive,Rock
MOSART-11,3iB8eciGU9vZkaDYkz7Ir9,Gipsy Kings,Bamboléo,Latin
MOSART-11,3FnP3j1TyiTwbJb5AR2ynT,Prince,"Purple Rain - 7"" Single Edit; 2017 Remaster",Rock
MOSART-11,3oEkrIfXfSh9zGnE7eBzSV,ABBA,The Winner Takes It All,Pop
MOSART-11,7FwBtcecmlpc1sLySPXeGE,Bruce Springsteen,Dancing In the Dark,Rock
MOSART-11,3FCto7hnn1shUyZL42YgfO,Billy Joel,Piano Man,Rock
MOSART-11,1JQ6Xm1JrvHfvAqhl5pwaA,Commodores,Easy,R&B
MOSART-11,17VegeBoHvMlIByrdu64KR,Elton John,Your Song,Rock
MOSART-11,1dV4uxEMA25x2xeth8SVOH,Hermes House Band,"I Will Survive (Lalala), Original Radio Edit",Pop
MOSART-11,6Q3ozAXkxLpKQy6sc8L0TY,Mercedes Sosa,Alfonsina Y El Mar,Latin
MOSART-11,5Pnd0eiE1g3KWr2sZatm2i,Bedřich Smetana,Vltava (The Moldau),Classical
MOSART-11,0Bk7XD1UQoqI0M8cTgmkNf,Jackson Browne,The Load-Out - Remastered,Rock
MOSART-11,2grjqo0Frpf2okIBiifQKs,"Earth, Wind & Fire",September,R&B
MOSART-12,3ojTJaonfkL96iIWa47SU3,Chris Brown,Questions,R&B
MOSART-12,3baPniPXS0iEII8rDUJdYP,Lojay,Monalisa,R&B
MOSART-12,6l8mgVN9Xf1hiDIFGA6CTE,Beyoncé,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Pop
MOSART-12,2IGMVunIBsBLtEQyoI1Mu7,Doja Cat,Paint The Town Red,Pop
MOSART-12,1nH2PkJL1XoUq8oE6tBZoU,The Weeknd,Sacrifice,Pop
MOSART-12,0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Pop
MOSART-12,2dHHgzDwk4BJdRwy9uXhTO,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),Hip Hop
MOSART-12,6REbwUNlppTfcnV4d4ZoZi,Kendrick Lamar,Swimming Pools (Drank),Hip Hop
MOSART-12,7EulRO07ZgchxqKUHb8Pvc,J. Cole,1985 - Intro to “The Fall Off”,Hip Hop
MOSART-12,7wdzLe2Gsx1RGqbvYZHASz,Kendrick Lamar,i,Hip Hop
MOSART-12,0utlOiJy2weVl9WTkcEWHy,J. Cole,Neighbors,Hip Hop
MOSART-13,2Rk4JlNc2TPmZe2af99d45,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),Pop
MOSART-13,4y5bvROuBDPr5fuwXbIBZR,Taylor Swift,Paper Rings,Pop
MOSART-13,0ifc4mq2mVNefgQFmtXQpt,Eric Hutchinson,Tell The World,Pop
MOSART-13,213x4gsFDm04hSqIUkg88w,Imagine Dragons,On Top Of The World,Pop
MOSART-13,4Hn4zAkBUaNnT8m9p7cYaf,Andy Grammer,Joy,Folk/Acoustic
MOSART-13,1otciLAg6R0yEEJblsHtKM,Davina Michelle,Heartbeat,Pop
MOSART-13,66wc1L7gytArP1Djm4AHfB,Navarra,Beautiful Day,Electronic
MOSART-13,3UZDl7g2r84o1b5marUjfK,Walk off the Earth,My Stupid Heart,Rock
MOSART-13,77yGu0p7APK39lotu7CLk5,Daði Freyr,Think About Things,Pop
MOSART-13,0HaRLPnr887lcQM2YQzkff,Burna Boy,For My Hand (feat. Ed Sheeran),R&B
MOSART-14,1jEBSDN5vYViJQr78W7jr2,Charlie Puth,Light Switch,Pop
MOSART-14,7obe8UuHv5wSDaNZh93Kvk,The Paper Kites,"Give Me Your Fire, Give Me Your Rain",Folk/Acoustic
MOSART-14,4iJdkbrx5qUowFVWMN0fNl,Fleurie,Living In Symphony,Country
MOSART-14,25Q51oxy3Rf8fU9BHo863S,Lizzy McAlpine,orange show speedway,Pop
MOSART-14,7AFTfujw3igAr8FZLxUXe6,Vacation Manor,Parachute,Pop
MOSART-14,4BnSXSI8r4kGy6JGiTJuJY,Sasha Alex Sloan,I Blame The World,Pop
MOSART-14,1mSeH8fuRPe0eKLCfsbdet,Hotel Apache,Stay,Pop
MOSART-14,3oMbIFLhPRU504lYtgZ5e8,Anna of the North,Dandelion,Pop
MOSART-14,0NqVG4l4X3nOssMYk0bwXV,Dayseeker,Neon Grave,Metal
MOSART-14,04Jwc9j7IYICY4nPMe9Bag,Old Sea Brigade,5am Paradise,Folk/Acoustic
MOSART-14,1e2jQhHijtvLCNUTZ1MKbC,Macklemore,DAY YOU DIE (feat. Sarah Barthel of Phantogram),Hip Hop
MOSART-14,6NAQebxob0gSHCQKGCcIh5,Valley,Fishbowl,Pop
MOSART-14,6Ao5d7TMQ92h87jQqSHGyw,Fred again..,Kyle (i found you),Electronic
MOSART-14,6fseCeuOF8hFsuYiVkg69J,Holly Humberstone,Into Your Room,Pop
MOSART-14,7EGi0qRExGCKt76HRmCoBr,Beatenberg,Chelsea Blakemore,Electronic
MOSART-14,5ECxiK4Vigo1yRRmAoZc1f,MUNA,Silk Chiffon,Pop
MOSART-15,6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,Señorita,Pop
MOSART-15,2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,Shallow,Pop
MOSART-15,1cS0TgbR263ey9jn0MwD2s,Eminem,River (feat. Ed Sheeran),Hip Hop
MOSART-15,3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,Pop
MOSART-15,1jF7IL57ayN4Ity3jQqGu0,P!nk,Try,Pop
MOSART-15,0LVjBdjZvJykxed42ExTLf,Claude,Ladada (Mon Dernier Mot),Pop
MOSART-15,6W82X1DQrRFg7P4umyOSF6,P!nk,"Dear Mr. President - Live from Wembley Arena, London, England",Pop
MOSART-15,7CUYHcu0RnbOnMz4RuN07w,Luis Fonsi,Despacito (Featuring Daddy Yankee),Pop
MOSART-15,7CcoUAtUcYhUfBsmtn0ajO,Eminem,Walk On Water (feat. Beyoncé),Hip Hop
MOSART-15,4uUG5RXrOk84mYEfFvj3cK,David Guetta,I'm Good (Blue),Pop
MOSART-16,6bubRL12jChEk1dG2YdSHd,Nils Frahm,Ambre (Arr. By Christian Badzura),Classical
MOSART-16,6hc64mekJCLdJuRkPHggG6,Kyteman,Sorry - Live @ Lowlands 2009,Folk/Acoustic
MOSART-16,2pSAvdQWpuO44IybbvDclc,Van Vogel Ensemble,Carol of the Bells - Instrumental Version,New age
MOSART-16,7ppPt5jQ3OCdr4ChhtptmY,Traditional,Brian Boru's March,Classical
MOSART-16,7mmeq0ZmRwurYUujKsElqg,Ludovico Einaudi,Nightbook,Classical
MOSART-16,7i9XGfQXm9fY3CM4fLa2vA,The Piano Guys,Michael Meets Mozart,Pop
MOSART-16,0CJuLeZpCdqrqoCMXWZw8k,Pyotr Ilyich Tchaikovsky,"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 13, Waltz of the Flowers",Classical
MOSART-16,4gmhjAsvL6c7se2PBh7dHw,Max Richter,Spring 1 - 2012,Classical
MOSART-16,5jXB4p8pQu9Ahv10ibU8fG,Pyotr Ilyich Tchaikovsky,"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 2: No. 9, Waltz of the Snowflakes",Classical
MOSART-17,1PXsUXSM3LF2XNSkmIldPb,The Black Keys,Little Black Submarines,Rock
MOSART-17,4ZKgPZ9d4V5WW6H2s4qMD3,The Kinks,Lola - 2020 Stereo Remaster,Rock
MOSART-17,4AOsJQhcgJX3y1UrJfA8kc,Psalmen voor Nu,Psalm 16 - Ik val niet uit zijn hand,Pop
MOSART-17,2It6FfwBOhSveLMZsjABkz,Passenger,All the Little Lights,Pop
MOSART-17,2tUrOq0xQmJ0hSjyXq5JUQ,Scarlet Pleasure,What A Life,Pop
MOSART-17,170sne6Q3FktcEFxfK6oTR,Passenger,Young as the Morning Old as the Sea,Pop
MOSART-17,58ZGYRryalok5v8D97NKJI,C-Mon,Make My Day,Folk/Acoustic
MOSART-17,3jPGemJdr95abo520vyvVk,Ludovico Einaudi,Le Onde,Classical
MOSART-17,29CXyxlvSPr0DXDQmoxz8d,Newsboys,He Reigns,Pop
MOSART-18,6aWJOPC5gpjTpRiyvrFOQm,Jeremy Jordan,Santa Fe,Easy listening
MOSART-18,7JFaYcLw7OtS8Oucts6i4h,Philip Labes,A TV Show Called Earth - Acoustic,Pop
MOSART-18,3pMsqOoZTtzUiZXmDVtrCD,Elijah Kelley,You Can't Stop The Beat,Easy listening
MOSART-18,2HRhVQ0yo1jIvXoRTCIdEz,Halle,Part of Your World,Pop
MOSART-18,7CBrUf50mf2IqcRZla38by,Jessie Mueller,She Used to Be Mine,Easy listening
MOSART-18,03xWMkKEbeO4SnylA53ipj,Mandy Moore,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Pop
MOSART-18,1558CwDaXSZiCplq9AaH0q,Jenna Raine,It Is What It Is,Pop
MOSART-18,3n3F07lHLyRKwqg4q64eYA,Boudewijn de Groot,Avond,Rock
MOSART-18,4cxvludVmQxryrnx1m9FqL,Lin-Manuel Miranda,My Shot,Easy listening
MOSART-19,0KGIbrNYktDXYyHopcDI2L,The Pretty Reckless,Make Me Wanna Die,Metal
MOSART-19,5YjzcTCorDbr34bngfQIIy,Sleep Token,Hypnosis,Metal
MOSART-19,25Yfk4XBeglz1QoXhDqJ2w,Make Them Suffer,Ghost Of Me,Metal
MOSART-19,2Z1eWq9VOXkCzUmcU6uoNe,Sleep Token,Ascensionism,Metal
MOSART-19,7z5MjweWUQlFTLVfU6cRKI,Phinehas,Dream Thief,Metal
MOSART-19,3I0sLAfseLWFkRtGKxmrCc,Bring Me The Horizon,Crucify Me (feat. Lights),Rock
MOSART-19,21ZJ9aUk2q1Rpgc3PyxIW0,Nova Twins,Athena,Rock
MOSART-19,7wyK7q4LROqh8nW2XUVKaD,Architects,Memento Mori,Metal
MOSART-19,3WATWS2Ywo5HeHtG0bE2iZ,Bring Me The Horizon,Teardrops,Rock
MOSART-19,43I7DWS2yqIAbF3oFZ3rLP,The Devil Wears Prada,Sacrifice,Metal
MOSART-20,71GvlH0VdeClloLIkHrAVu,Paul Simon,Diamonds on the Soles of Her Shoes,Rock
MOSART-20,3426B3ymkhiRRmhKy1uLHS,Douwe Bob,Electric Life,Folk/Acoustic
MOSART-20,2xxMXbsjhqPzTYAclUOQlI,The Kooks,Forgive & Forget,Rock
MOSART-20,5EYBryPOgIEPB7r5QIy6eG,Shawn Mendes,Fallin' All In You,Pop
MOSART-20,0qdnPX9umHlQBQuv2sYZlo,Sublime With Rome,Take It or Leave It,Rock
MOSART-20,5FDh0G5oQ2UD9JxWiDCT1x,John Mayer,Paper Doll,Folk/Acoustic
MOSART-20,6DdAZ0zZmmSwM8uqoVlepL,Ryan Beatty,Bruises Off The Peach,R&B
MOSART-20,7lXOqE38eCr979gp27O5wr,Bruno Mars,If I Knew,Pop
MOSART-20,5qII2n90lVdPDcgXEEVHNy,Maroon 5,Sunday Morning,Pop
MOSART-20,2KVMuEgVOyOkxxx0xEFNMS,Nothing But Thieves,Impossible (Orchestral Version) [Live at Abbey Road],Rock
MOSART-21,0TKpNmGehS4xI76EO7oxRR,Café del mundo,Una mattina,Latin
MOSART-21,3CMVjlbvNJMHDfYPX7xCpi,Björk,It's Oh So Quiet,Pop
MOSART-21,6S8SFLXVKfC8MGMmFwICnv,Kensington,Ghosts,Rock
MOSART-21,6K0g7J6sKHwvDF6b2KGN3t,Björk,Big Time Sensuality,Pop
MOSART-21,6e85fziCk6MwZUxWyG6Ijm,Luigi Boccherini,"Boccherini: String Quintet in E Major, Op. 11 No. 5, G. 275: III. Minuetto - Trio (Arr. Woodhouse for String Orchestra)",Classical
MOSART-21,4DEcdqqKokU7UAE4wCGQEy,Monty Python,Always Look On The Bright Side Of Life,Rock
MOSART-21,1v2zyAJrChw5JnfafSkwkJ,R.E.M.,Shiny Happy People,Rock
MOSART-21,5UbLKRX1qVROlwDFOooEvG,Dave Brubeck,Take Five,Jazz
MOSART-21,7sU0Vea9wtQ4dPc4KJ42WK,Buena Vista Social Club,Veinte Años,Jazz
MOSART-21,0hLbjFiF7zmGuZJrpLOJ7F,Silverwood Quartet,Vivaldi: Winter From The Four Seasons 1. Allegro Non Molto,Classical
MOSART-22,1yColXUkf6Dq4swYpsgJRQ,Gregorio Allegri,"Miserere mei, Deus",Classical
MOSART-22,0boS4e6uXwp3zAvz1mLxZS,Woodkid,Run Boy Run,Pop
MOSART-22,5e7OZ8PyDJYQdGAiidCPad,Aimee Mann,One,Folk/Acoustic
MOSART-22,70uQgvAqANiYvlLEQQ7NZH,Vast,Touched,Rock
MOSART-22,24SUWisv2lYQiB3bVpE1sn,Jamiroquai,Virtual Insanity,Pop
MOSART-22,1SKPmfSYaPsETbRHaiA18G,Keane,Somewhere Only We Know,Rock
MOSART-22,6WK9dVrRABMkUXFLNlgWFh,Depeche Mode,Enjoy the Silence,Rock
MOSART-22,15qTTqTKYsqJRhz5GN5xLP,Oi Va Voi,Refugee,World/Traditional
MOSART-22,7Hw24K5NczePXmyRG2QJ4y,Eric Whitacre,Lux Aurumque,Classical
MOSART-23,6ERsuY9MIOMHjsNH9LsruI,Billie Holiday,Georgia on My Mind,Jazz
MOSART-23,7FXj7Qg3YorUxdrzvrcY25,Frank Sinatra,Fly Me To The Moon - 2008 Remastered,Easy listening
MOSART-23,0X5DcGkbxCXSadgj01ZXd7,Cannonball Adderley,Autumn Leaves,Jazz
MOSART-23,1wl5b2lw3YagQtZiYZbQWP,Thelonious Monk,'Round Midnight,Jazz
MOSART-23,4qGfJb2KByjvzrwo8HNibg,Stan Getz,The Girl From Ipanema - Single Version,Jazz
MOSART-23,2i7vbfFtuSGf4KZKOUVAvM,Sarah Vaughan,I Got Rhythm (Crazy for You) - 2003 Remaster,Jazz
MOSART-23,49eyxaXgDsrjnq0L6LDzNG,Miles Davis,"Straight, No Chaser",Jazz
MOSART-23,2gNjmvuQiEd2z9SqyYi8HH,Ella Fitzgerald,Summertime,Jazz
MOSART-23,2xm9ihELo6xwrRKrBbPql9,Coleman Hawkins,Body and Soul,Jazz
MOSART-23,3FexBqEnmKPUttfXtwRDR6,Duke Ellington,It Don't Mean a Thing (If It Ain't Got That Swing),Jazz
MOSART-24,2rbDhOo9Fh61Bbu23T2qCk,Lady Gaga,Always Remember Us This Way,Pop
MOSART-24,3PYdxIDuBIuJSDGwfptFx4,Evanescence,My Immortal - Band Version,Metal
MOSART-24,54OjiOo0P2qro91GkZOQxp,Miley Cyrus,Nothing Else Matters,Pop
MOSART-24,4XBtYPGMAYJkuJu2w4pmYl,Within Temptation,Faster,Metal
MOSART-24,1XU9zTJSeuZg3qSJJj9kl6,André Rieu,Voilà,Easy listening
MOSART-24,6gOgTWY8trzXja4ZfmqFKt,Heart,Stairway to Heaven (Live At The Kennedy Center Honors),Rock
MOSART-24,7tTElNyvXsfFcxDXIiH5cm,Beyoncé,Daddy Lessons,Pop
MOSART-24,46AKrc7rPuEXL9QYr9eqFR,Lady Gaga,Your Song,Pop
MOSART-24,4PW9k9N7uBRAMFCDLESznj,Guy Sebastian,Alive,Pop
MOSART-24,6j7hih15xG2cdYwIJnQXsq,Gavin DeGraw,Not Over You,Folk/Acoustic
MOSART-25,5K6Ssv4Z3zRvxt0P6EKUAP,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),Pop
MOSART-25,213x4gsFDm04hSqIUkg88w,Imagine Dragons,On Top Of The World,Pop
MOSART-25,6JV2JOEocMgcZxYSZelKcc,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Pop
MOSART-25,1jDJFeK9x3OZboIAHsY9k2,Elton John,I'm Still Standing,Rock
MOSART-25,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes,Pop
MOSART-25,6jizk5lOUnfpaZXYMdfeC6,Jason Derulo,Trumpets,Pop
MOSART-25,1x5sYLZiu9r5E43kMlt9f8,Clean Bandit,Symphony (feat. Zara Larsson),Pop
MOSART-25,6cx06DFPPHchuUAcTxznu9,Joel Corry,Head & Heart (feat. MNEK),Electronic
MOSART-25,3IkWmgGsXbsafrunwPojXO,Hugh Jackman,From Now On,Easy listening
MOSART-25,1yvMUkIOTeUNtNWlWRgANS,Sia,Unstoppable,Pop
MOSART-25,7hSqDio508Z7R2hZ7klFrv,Purple Disco Machine,Dopamine (feat. Eyelar),Electronic
MOSART-26,7Gzz44FpTbZu0DNVVZjwPs,Metejoor,Wat Wil Je Van Mij,Pop
MOSART-26,4wOJlN3Xq5xbWFfjbnE9d3,MIKA,Overrated,Pop
MOSART-26,3vkQ5DAB1qQMYO4Mr9zJN6,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),Pop
MOSART-26,4BGyMxANZeCIX0glirJpui,Splendid,Back in the Days,Latin
MOSART-26,1bBXBskc6n3uJywJUdcWEC,Werner Bekker,Daydreaming,Pop
MOSART-26,39JofJHEtg8I4fSyo7Imft,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,Electronic
MOSART-26,2BszaBoypJVW9PodUnsqih,Elias,Revolution,Pop
MOSART-26,3JvKfv6T31zO0ini8iNItO,Tom Odell,Another Love,Pop
MOSART-26,3EgzTIZI6UlLMGrmRGiJ2C,Chef'Special,Amigo,Pop
MOSART-26,6kST5gIbJxgDpbanBcVg4W,Will And The People,Lion In The Morning Sun,Pop
MOSART-26,4FHs3sV3OpK04fcU4OZLmk,Leon of Athens,Xenos,World/Traditional
MOSART-26,5IfSQQzGijWKd7dbkbqHuN,Netsky,Rio (feat. Digital Farm Animals),Electronic
MOSART-26,1l0wCGGX09zuFQT94YpfYQ,Goldband,Requiem,Pop
MOSART-26,754zNJgoWQaGETFzSYVlmC,Emily Burns,Is It Just Me? (feat. JP Cooper),Pop
MOSART-26,5Z8Dj3LtbyCMiwE86rhg2f,Fred again..,Marea (we’ve lost dancing),Electronic
MOSART-27,6oQQRaaNEWF31jCA9UulK6,Barbara,"Dis, quand reviendras-tu?",Easy listening
MOSART-27,2tJBG2m6K5jUKxzyTZm9Z7,Hania Rani,Malasana,Classical
MOSART-27,6fIwDLDiHNS0V4AK2nsIZ7,Heaven Shall Burn,A Dying Ember,Metal
MOSART-27,5pKCDm2fw4k6D6C5Rk646C,Bullet For My Valentine,Tears Don't Fall,Metal
MOSART-27,7rDRmQygNfcpSwGqdOLMSK,Antony and the Johnsons,Man Is The Baby,Pop
MOSART-27,4WJ7UMD4i6DOPzyXU5pZSz,Camille Saint-Saëns,Danse macabre,Classical
MOSART-27,4euAGZTszWPrriggYK0HG9,ABBA,Lay All Your Love On Me,Pop
MOSART-27,5BavKJNpiTgophxn3d3Yik,Erik Satie,Gymnopedie No.1,Classical
MOSART-27,4UXdWLgdsdmkeOFABIGwZY,LA INDIA,Vivir Lo Nuestro,Latin
MOSART-27,3L5OGCMGh4Vhql02c2zHcW,Gunship,Black Blood Red Kiss,Pop
MOSART-27,1e9EdrGENJHZsICh66Bhng,Rowwen Hèze,November,Pop
MOSART-27,285ieonEuLkll3zknYK2TY,Gustavo Santaolalla,The Last of Us,Classical
MOSART-27,2mgWwDiZW6V1y88K9rSCkJ,Ryuichi Sakamoto,"Merry Christmas, Mr. Lawrence",Classical
MOSART-27,6Nn1FQ50BtcFmGsUMptp0T,Benjamin Clementine,London,Pop
MOSART-27,0ROMalDdNg3L2HoZP4qFyJ,Antonio Vivaldi,"The Four Seasons: Concerto No. 4 in F Minor, RV 297 ""L'inverno"" (winter): I. Allegro non molto",Classical
MOSART-28,5u5aVJKjSMJr4zesMPz7bL,Claude Debussy,"Clair de Lune, L. 32",Classical
MOSART-28,3QAWgoXqVTJ77tmy4ctoyB,Kenny G,Everytime I Close My Eyes (with Babyface),Jazz
